CVE ID,#,Product Type,Vendor,Product,Version,Year
CVE-2016-9451,50,Application,Drupal,Drupal,7.40,2016
CVE-2016-9451,51,Application,Drupal,Drupal,7.41,2016
CVE-2016-9451,52,Application,Drupal,Drupal,7.42,2016
CVE-2016-9451,53,Application,Drupal,Drupal,7.43,2016
CVE-2016-9451,54,Application,Drupal,Drupal,7.44,2016
CVE-2016-9451,55,Application,Drupal,Drupal,7.50,2016
CVE-2016-9451,56,Application,Drupal,Drupal,7.51,2016
CVE-2016-9450,1,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,2,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,3,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,4,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,5,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,6,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,7,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,8,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,9,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,10,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,11,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,12,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,13,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,14,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,15,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,16,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,17,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,18,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,19,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,20,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,21,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,22,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,23,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,24,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,25,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,26,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,27,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,28,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,29,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,30,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,31,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,32,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,33,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9450,34,Application,Drupal,Drupal,8.0.1,2016
CVE-2016-9450,35,Application,Drupal,Drupal,8.0.2,2016
CVE-2016-9450,36,Application,Drupal,Drupal,8.0.3,2016
CVE-2016-9450,37,Application,Drupal,Drupal,8.0.4,2016
CVE-2016-9450,38,Application,Drupal,Drupal,8.0.5,2016
CVE-2016-9450,39,Application,Drupal,Drupal,8.0.6,2016
CVE-2016-9450,40,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9450,41,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9450,42,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9450,43,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9450,44,Application,Drupal,Drupal,8.1.1,2016
CVE-2016-9450,45,Application,Drupal,Drupal,8.1.2,2016
CVE-2016-9450,46,Application,Drupal,Drupal,8.1.3,2016
CVE-2016-9450,47,Application,Drupal,Drupal,8.1.4,2016
CVE-2016-9450,48,Application,Drupal,Drupal,8.1.5,2016
CVE-2016-9450,49,Application,Drupal,Drupal,8.1.6,2016
CVE-2016-9450,50,Application,Drupal,Drupal,8.1.7,2016
CVE-2016-9450,51,Application,Drupal,Drupal,8.1.8,2016
CVE-2016-9450,52,Application,Drupal,Drupal,8.1.9,2016
CVE-2016-9450,53,Application,Drupal,Drupal,8.1.10,2016
CVE-2016-9450,54,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9450,55,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9450,56,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9450,57,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9450,58,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9450,59,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9450,60,Application,Drupal,Drupal,8.2.1,2016
CVE-2016-9450,61,Application,Drupal,Drupal,8.2.2,2016
CVE-2016-9449,1,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,2,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,3,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,4,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,5,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,6,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,7,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,8,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,9,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,10,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,11,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,12,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,13,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,14,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,15,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,16,Application,Drupal,Drupal,7.0,2016
CVE-2016-9449,17,Application,Drupal,Drupal,7.1,2016
CVE-2016-9449,18,Application,Drupal,Drupal,7.2,2016
CVE-2016-9449,19,Application,Drupal,Drupal,7.3,2016
CVE-2016-9449,20,Application,Drupal,Drupal,7.4,2016
CVE-2016-9449,21,Application,Drupal,Drupal,7.10,2016
CVE-2016-9449,22,Application,Drupal,Drupal,7.11,2016
CVE-2016-9449,23,Application,Drupal,Drupal,7.12,2016
CVE-2016-9449,24,Application,Drupal,Drupal,7.13,2016
CVE-2016-9449,25,Application,Drupal,Drupal,7.14,2016
CVE-2016-9449,26,Application,Drupal,Drupal,7.15,2016
CVE-2016-9449,27,Application,Drupal,Drupal,7.16,2016
CVE-2016-9449,28,Application,Drupal,Drupal,7.17,2016
CVE-2016-9449,29,Application,Drupal,Drupal,7.18,2016
CVE-2016-9449,30,Application,Drupal,Drupal,7.19,2016
CVE-2016-9449,31,Application,Drupal,Drupal,7.20,2016
CVE-2016-9449,32,Application,Drupal,Drupal,7.21,2016
CVE-2016-9449,33,Application,Drupal,Drupal,7.22,2016
CVE-2016-9449,34,Application,Drupal,Drupal,7.23,2016
CVE-2016-9449,35,Application,Drupal,Drupal,7.24,2016
CVE-2016-9449,36,Application,Drupal,Drupal,7.25,2016
CVE-2016-9449,37,Application,Drupal,Drupal,7.26,2016
CVE-2016-9449,38,Application,Drupal,Drupal,7.27,2016
CVE-2016-9449,39,Application,Drupal,Drupal,7.28,2016
CVE-2016-9449,40,Application,Drupal,Drupal,7.29,2016
CVE-2016-9449,41,Application,Drupal,Drupal,7.30,2016
CVE-2016-9449,42,Application,Drupal,Drupal,7.31,2016
CVE-2016-9449,43,Application,Drupal,Drupal,7.32,2016
CVE-2016-9449,44,Application,Drupal,Drupal,7.33,2016
CVE-2016-9449,45,Application,Drupal,Drupal,7.34,2016
CVE-2016-9449,46,Application,Drupal,Drupal,7.35,2016
CVE-2016-9449,47,Application,Drupal,Drupal,7.36,2016
CVE-2016-9449,48,Application,Drupal,Drupal,7.37,2016
CVE-2016-9449,49,Application,Drupal,Drupal,7.38,2016
CVE-2016-9449,50,Application,Drupal,Drupal,7.40,2016
CVE-2016-9449,51,Application,Drupal,Drupal,7.41,2016
CVE-2016-9449,52,Application,Drupal,Drupal,7.42,2016
CVE-2016-9449,53,Application,Drupal,Drupal,7.43,2016
CVE-2016-9449,54,Application,Drupal,Drupal,7.44,2016
CVE-2016-9449,55,Application,Drupal,Drupal,7.50,2016
CVE-2016-9449,56,Application,Drupal,Drupal,7.51,2016
CVE-2016-9449,57,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,58,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,59,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,60,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,61,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,62,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,63,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,64,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,65,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,66,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,67,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,68,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,69,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,70,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,71,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,72,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,73,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,74,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,75,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,76,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,77,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,78,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,79,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,80,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,81,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,82,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,83,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,84,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,85,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,86,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,87,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,88,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,89,Application,Drupal,Drupal,8.0.0,2016
CVE-2016-9449,90,Application,Drupal,Drupal,8.0.1,2016
CVE-2016-9449,91,Application,Drupal,Drupal,8.0.2,2016
CVE-2016-9449,92,Application,Drupal,Drupal,8.0.3,2016
CVE-2016-9449,93,Application,Drupal,Drupal,8.0.4,2016
CVE-2016-9449,94,Application,Drupal,Drupal,8.0.5,2016
CVE-2016-9449,95,Application,Drupal,Drupal,8.0.6,2016
CVE-2016-9449,96,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9449,97,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9449,98,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9449,99,Application,Drupal,Drupal,8.1.0,2016
CVE-2016-9449,100,Application,Drupal,Drupal,8.1.1,2016
CVE-2016-9449,101,Application,Drupal,Drupal,8.1.2,2016
CVE-2016-9449,102,Application,Drupal,Drupal,8.1.3,2016
CVE-2016-9449,103,Application,Drupal,Drupal,8.1.4,2016
CVE-2016-9449,104,Application,Drupal,Drupal,8.1.5,2016
CVE-2016-9449,105,Application,Drupal,Drupal,8.1.6,2016
CVE-2016-9449,106,Application,Drupal,Drupal,8.1.7,2016
CVE-2016-9449,107,Application,Drupal,Drupal,8.1.8,2016
CVE-2016-9449,108,Application,Drupal,Drupal,8.1.9,2016
CVE-2016-9449,109,Application,Drupal,Drupal,8.1.10,2016
CVE-2016-9449,110,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9449,111,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9449,112,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9449,113,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9449,114,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9449,115,Application,Drupal,Drupal,8.2.0,2016
CVE-2016-9449,116,Application,Drupal,Drupal,8.2.1,2016
CVE-2016-9449,117,Application,Drupal,Drupal,8.2.2,2016
CVE-2016-9443,1,Application,W3m Project,W3M,*,2016
CVE-2016-9442,1,Application,W3m Project,W3M,*,2016
CVE-2016-9441,1,Application,W3m Project,W3M,*,2016
CVE-2016-9440,1,Application,W3m Project,W3M,*,2016
CVE-2016-9439,1,Application,W3m Project,W3M,*,2016
CVE-2016-9438,1,Application,W3m Project,W3M,*,2016
CVE-2016-9437,1,Application,W3m Project,W3M,*,2016
CVE-2016-9434,1,Application,W3m Project,W3M,*,2016
CVE-2016-9433,1,Application,W3m Project,W3M,*,2016
CVE-2016-9432,1,Application,W3m Project,W3M,*,2016
CVE-2016-9431,1,Application,W3m Project,W3M,*,2016
CVE-2016-9430,1,Application,W3m Project,W3M,*,2016
CVE-2016-9429,1,Application,W3m Project,W3M,*,2016
CVE-2016-9428,1,Application,W3m Project,W3M,*,2016
CVE-2016-9427,1,Application,Bdwgc Project,Bdwgc,*,2016
CVE-2016-9427,2,OS,Debian,Debian Linux,9.0,2016
CVE-2016-9427,3,OS,Opensuse,Leap,42.1,2016
CVE-2016-9427,4,OS,Opensuse,Leap,42.2,2016
CVE-2016-9427,5,OS,Opensuse,Opensuse,13.2,2016
CVE-2016-9426,1,Application,W3m Project,W3M,*,2016
CVE-2016-9425,1,Application,W3m Project,W3M,*,2016
CVE-2016-9424,1,Application,W3m Project,W3M,*,2016
CVE-2016-9423,1,Application,W3m Project,W3M,*,2016
CVE-2016-9422,1,Application,W3m Project,W3M,*,2016
CVE-2016-9376,1,OS,Debian,Debian Linux,8.0,2016
CVE-2016-9376,2,Application,Wireshark,Wireshark,2.0.0,2016
CVE-2016-9376,3,Application,Wireshark,Wireshark,2.0.1,2016
CVE-2016-9376,4,Application,Wireshark,Wireshark,2.0.2,2016
CVE-2016-9376,5,Application,Wireshark,Wireshark,2.0.3,2016
CVE-2016-9376,6,Application,Wireshark,Wireshark,2.0.4,2016
CVE-2016-9376,7,Application,Wireshark,Wireshark,2.0.5,2016
CVE-2016-9376,8,Application,Wireshark,Wireshark,2.0.6,2016
CVE-2016-9376,9,Application,Wireshark,Wireshark,2.0.7,2016
CVE-2016-9376,10,Application,Wireshark,Wireshark,2.2.0,2016
CVE-2016-9376,11,Application,Wireshark,Wireshark,2.2.1,2016
CVE-2016-9375,1,OS,Debian,Debian Linux,8.0,2016
CVE-2016-9375,2,Application,Wireshark,Wireshark,2.0.0,2016
CVE-2016-9375,3,Application,Wireshark,Wireshark,2.0.1,2016
CVE-2016-9375,4,Application,Wireshark,Wireshark,2.0.2,2016
CVE-2016-9375,5,Application,Wireshark,Wireshark,2.0.3,2016
CVE-2016-9375,6,Application,Wireshark,Wireshark,2.0.4,2016
CVE-2016-9375,7,Application,Wireshark,Wireshark,2.0.5,2016
CVE-2016-9375,8,Application,Wireshark,Wireshark,2.0.6,2016
CVE-2016-9375,9,Application,Wireshark,Wireshark,2.0.7,2016
CVE-2016-9375,10,Application,Wireshark,Wireshark,2.2.0,2016
CVE-2016-9375,11,Application,Wireshark,Wireshark,2.2.1,2016
CVE-2016-9374,1,OS,Debian,Debian Linux,8.0,2016
CVE-2016-9374,2,Application,Wireshark,Wireshark,2.0.0,2016
CVE-2016-9374,3,Application,Wireshark,Wireshark,2.0.1,2016
CVE-2016-9374,4,Application,Wireshark,Wireshark,2.0.2,2016
CVE-2016-9374,5,Application,Wireshark,Wireshark,2.0.3,2016
CVE-2016-9374,6,Application,Wireshark,Wireshark,2.0.4,2016
CVE-2016-9374,7,Application,Wireshark,Wireshark,2.0.5,2016
CVE-2016-9374,8,Application,Wireshark,Wireshark,2.0.6,2016
CVE-2016-9374,9,Application,Wireshark,Wireshark,2.0.7,2016
CVE-2016-9374,10,Application,Wireshark,Wireshark,2.2.0,2016
CVE-2016-9374,11,Application,Wireshark,Wireshark,2.2.1,2016
CVE-2016-9373,1,OS,Debian,Debian Linux,8.0,2016
CVE-2016-9373,2,Application,Wireshark,Wireshark,2.0.0,2016
CVE-2016-9373,3,Application,Wireshark,Wireshark,2.0.1,2016
CVE-2016-9373,4,Application,Wireshark,Wireshark,2.0.2,2016
CVE-2016-9373,5,Application,Wireshark,Wireshark,2.0.3,2016
CVE-2016-9373,6,Application,Wireshark,Wireshark,2.0.4,2016
CVE-2016-9373,7,Application,Wireshark,Wireshark,2.0.5,2016
CVE-2016-9373,8,Application,Wireshark,Wireshark,2.0.6,2016
CVE-2016-9373,9,Application,Wireshark,Wireshark,2.0.7,2016
CVE-2016-9373,10,Application,Wireshark,Wireshark,2.2.0,2016
CVE-2016-9373,11,Application,Wireshark,Wireshark,2.2.1,2016
CVE-2016-9372,1,Application,Wireshark,Wireshark,2.2.0,2016
CVE-2016-9372,2,Application,Wireshark,Wireshark,2.2.1,2016
CVE-2016-9318,1,OS,Canonical,Ubuntu Linux,12.04,2016
CVE-2016-9318,2,OS,Canonical,Ubuntu Linux,14.04,2016
CVE-2016-9318,3,OS,Canonical,Ubuntu Linux,16.04,2016
CVE-2016-9318,4,OS,Canonical,Ubuntu Linux,18.04,2016
CVE-2016-9313,1,OS,Linux,Linux Kernel,*,2016
CVE-2016-9296,1,Application,7-zip,P7zip,16.02,2016
CVE-2016-9294,1,Application,Artifex,Mujs,*,2016
CVE-2016-9288,1,Application,Exponentcms,Exponent Cms,*,2016
CVE-2016-9287,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9286,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9285,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9284,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9283,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9282,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9277,1,OS,Samsung,Samsung Mobile,4.4,2016
CVE-2016-9277,2,OS,Samsung,Samsung Mobile,5.0,2016
CVE-2016-9277,3,OS,Samsung,Samsung Mobile,5.1,2016
CVE-2016-9274,1,Application,Git For Windows Project,Git For Windows,*,2016
CVE-2016-9272,1,Application,Exponentcms,Exponent Cms,*,2016
CVE-2016-9268,1,Application,Dotclear,Dotclear,*,2016
CVE-2016-9242,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9224,1,Application,Cisco,Jabber Guest,10.0.0,2016
CVE-2016-9224,2,Application,Cisco,Jabber Guest,10.0.2,2016
CVE-2016-9224,3,Application,Cisco,Jabber Guest,10.5.0,2016
CVE-2016-9224,4,Application,Cisco,Jabber Guest,10.6.8,2016
CVE-2016-9224,5,Application,Cisco,Jabber Guest,10.6.9,2016
CVE-2016-9223,1,Application,Cisco,Cloudcenter Orchestrator,4.4.0,2016
CVE-2016-9223,2,Application,Cisco,Cloudcenter Orchestrator,4.5.0,2016
CVE-2016-9223,3,Application,Cisco,Cloudcenter Orchestrator,4.6.0,2016
CVE-2016-9223,4,Application,Cisco,Cloudcenter Orchestrator,4.6.1,2016
CVE-2016-9217,1,Application,Cisco,Intercloud Fabric,2.2.1 Base,2016
CVE-2016-9217,2,Application,Cisco,Intercloud Fabric,2.3.1 Base,2016
CVE-2016-9217,3,Application,Cisco,Intercloud Fabric,3.1.1 Base,2016
CVE-2016-9215,1,OS,Cisco,Ios Xr,6.1.1,2016
CVE-2016-9214,1,Application,Cisco,Identity Services Engine Software,2.0\(1.130\),2016
CVE-2016-9212,1,Application,Cisco,Web Security Appliance,9.0.1-162,2016
CVE-2016-9212,2,Application,Cisco,Web Security Appliance,9.1.1-074,2016
CVE-2016-9210,1,Application,Cisco,Unified Communications Manager,11.5\(1.11007.2\),2016
CVE-2016-9209,1,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.3.0,2016
CVE-2016-9209,2,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.0,2016
CVE-2016-9209,3,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1,2016
CVE-2016-9209,4,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1.1,2016
CVE-2016-9209,5,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1.2,2016
CVE-2016-9209,6,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1.3,2016
CVE-2016-9209,7,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1.4,2016
CVE-2016-9209,8,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1.5,2016
CVE-2016-9209,9,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1.6,2016
CVE-2016-9209,10,Application,Cisco,Firepower Services For Adaptive Security Appliance,5.4.1.7,2016
CVE-2016-9209,11,Application,Cisco,Firepower Services For Adaptive Security Appliance,6.0.0,2016
CVE-2016-9209,12,Application,Cisco,Firepower Services For Adaptive Security Appliance,6.0.1,2016
CVE-2016-9209,13,Application,Cisco,Firepower Services For Adaptive Security Appliance,6.1.0,2016
CVE-2016-9208,1,Application,Cisco,Emergency Responder,11.5\(2.10000.5\),2016
CVE-2016-9207,1,Application,Cisco,Expressway,X8.7.2,2016
CVE-2016-9207,2,Application,Cisco,Expressway,X8.8.3,2016
CVE-2016-9206,1,Application,Cisco,Unified Communications Manager,11.5\(1.10000.6\),2016
CVE-2016-9205,1,OS,Cisco,Ios Xr,6.1.1,2016
CVE-2016-9202,1,Application,Cisco,Email Security Appliance,9.1.1-036,2016
CVE-2016-9202,2,Application,Cisco,Email Security Appliance,9.1.2-023,2016
CVE-2016-9202,3,Application,Cisco,Email Security Appliance,9.1.2-036,2016
CVE-2016-9202,4,Application,Cisco,Email Security Appliance,9.1.2-028,2016
CVE-2016-9202,5,Application,Cisco,Email Security Appliance,9.4.0,2016
CVE-2016-9202,6,Application,Cisco,Email Security Appliance,9.4.4-000,2016
CVE-2016-9202,7,Application,Cisco,Email Security Appliance,9.5.0-201,2016
CVE-2016-9202,8,Application,Cisco,Email Security Appliance,9.5.0-000,2016
CVE-2016-9202,9,Application,Cisco,Email Security Appliance,9.6.0-000,2016
CVE-2016-9202,10,Application,Cisco,Email Security Appliance,9.6.0-042,2016
CVE-2016-9202,11,Application,Cisco,Email Security Appliance,9.6.0-051,2016
CVE-2016-9202,12,Application,Cisco,Email Security Appliance,9.7.0-125,2016
CVE-2016-9202,13,Application,Cisco,Email Security Appliance,9.7.1-066,2016
CVE-2016-9202,14,Application,Cisco,Email Security Appliance,9.7.2-047,2016
CVE-2016-9202,15,Application,Cisco,Email Security Appliance,9.7.2-046,2016
CVE-2016-9202,16,Application,Cisco,Email Security Appliance,9.7.2-054,2016
CVE-2016-9201,1,OS,Cisco,IOS,15.3\(3\)m3,2016
CVE-2016-9200,1,Application,Cisco,Prime Collaboration Assurance,10.5.1,2016
CVE-2016-9200,2,Application,Cisco,Prime Collaboration Assurance,10.6.0,2016
CVE-2016-9199,1,Application,Cisco,IOX,1.1.0,2016
CVE-2016-9193,1,Application,Cisco,Firepower Management Center,6.0.0,2016
CVE-2016-9193,2,Application,Cisco,Firepower Management Center,6.0.0.0,2016
CVE-2016-9193,3,Application,Cisco,Firepower Management Center,6.0.0.1,2016
CVE-2016-9193,4,Application,Cisco,Firepower Management Center,6.0.1,2016
CVE-2016-9193,5,Application,Cisco,Firepower Management Center,6.0.1.1,2016
CVE-2016-9193,6,Application,Cisco,Firepower Management Center,6.1.0,2016
CVE-2016-9193,7,Application,Cisco,Firesight System Software,6.0.0,2016
CVE-2016-9193,8,Application,Cisco,Firesight System Software,6.0.0.0,2016
CVE-2016-9193,9,Application,Cisco,Firesight System Software,6.0.0.1,2016
CVE-2016-9193,10,Application,Cisco,Firesight System Software,6.0.1,2016
CVE-2016-9193,11,Application,Cisco,Firesight System Software,6.0.1.1,2016
CVE-2016-9193,12,Application,Cisco,Firesight System Software,6.1.0,2016
CVE-2016-9192,1,Application,Cisco,Anyconnect Secure Mobility Client,3.1\(60\),2016
CVE-2016-9192,2,Application,Cisco,Anyconnect Secure Mobility Client,3.1.0,2016
CVE-2016-9192,3,Application,Cisco,Anyconnect Secure Mobility Client,3.1.02043,2016
CVE-2016-9192,4,Application,Cisco,Anyconnect Secure Mobility Client,3.1.05182,2016
CVE-2016-9192,5,Application,Cisco,Anyconnect Secure Mobility Client,3.1.05187,2016
CVE-2016-9192,6,Application,Cisco,Anyconnect Secure Mobility Client,3.1.06073,2016
CVE-2016-9192,7,Application,Cisco,Anyconnect Secure Mobility Client,3.1.07021,2016
CVE-2016-9192,8,Application,Cisco,Anyconnect Secure Mobility Client,4.0\(48\),2016
CVE-2016-9192,9,Application,Cisco,Anyconnect Secure Mobility Client,4.0\(64\),2016
CVE-2016-9192,10,Application,Cisco,Anyconnect Secure Mobility Client,4.0\(2049\),2016
CVE-2016-9192,11,Application,Cisco,Anyconnect Secure Mobility Client,4.0.0,2016
CVE-2016-9192,12,Application,Cisco,Anyconnect Secure Mobility Client,4.0.00048,2016
CVE-2016-9192,13,Application,Cisco,Anyconnect Secure Mobility Client,4.0.00051,2016
CVE-2016-9192,14,Application,Cisco,Anyconnect Secure Mobility Client,4.1\(8\),2016
CVE-2016-9192,15,Application,Cisco,Anyconnect Secure Mobility Client,4.1.0,2016
CVE-2016-9192,16,Application,Cisco,Anyconnect Secure Mobility Client,4.2.0,2016
CVE-2016-9192,17,Application,Cisco,Anyconnect Secure Mobility Client,4.2.04039,2016
CVE-2016-9192,18,Application,Cisco,Anyconnect Secure Mobility Client,4.3.0,2016
CVE-2016-9192,19,Application,Cisco,Anyconnect Secure Mobility Client,4.3.00748,2016
CVE-2016-9192,20,Application,Cisco,Anyconnect Secure Mobility Client,4.3.01095,2016
CVE-2016-9191,1,OS,Linux,Linux Kernel,*,2016
CVE-2016-9190,1,OS,Debian,Debian Linux,8.0,2016
CVE-2016-9190,2,Application,Python,Pillow,*,2016
CVE-2016-9189,1,OS,Debian,Debian Linux,8.0,2016
CVE-2016-9189,2,Application,Python,Pillow,*,2016
CVE-2016-9188,1,Application,Moodle,Moodle,*,2016
CVE-2016-9187,1,Application,Moodle,Moodle,*,2016
CVE-2016-9186,1,Application,Moodle,Moodle,*,2016
CVE-2016-9185,1,Application,Openstack,Heat,5.0.3,2016
CVE-2016-9185,2,Application,Openstack,Heat,6.0.0,2016
CVE-2016-9185,3,Application,Openstack,Heat,6.1.0,2016
CVE-2016-9185,4,Application,Openstack,Heat,7.0.0,2016
CVE-2016-9184,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9183,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9182,1,Application,Exponentcms,Exponent Cms,2.4.0,2016
CVE-2016-9181,1,Application,Image-info Project,Image-info For Perl,1.16,2016
CVE-2016-9181,2,Application,Image-info Project,Image-info For Perl,1.30,2016
CVE-2016-9180,1,Application,Xmltwig,Xml-twig For Perl,-,2016
CVE-2016-9179,1,Application,Lynx,Lynx,*,2016
CVE-2016-9177,1,Application,Sparkjava,Spark,*,2016
CVE-2016-9176,1,Application,Microfocus,Rumba,*,2016
CVE-2016-9160,1,Application,Siemens,Simatic Pcs 7,*,2016
CVE-2016-9160,2,Application,Siemens,Simatic Wincc,*,2016
CVE-2016-9157,1,Application,Siemens,Sicam Pas,*,2016
CVE-2016-9156,1,Application,Siemens,Sicam Pas,*,2016
CVE-2016-9152,1,Application,Spip,Spip,3.1.3,2016
CVE-2016-9151,1,OS,Paloaltonetworks,Pan-os,*,2016
CVE-2016-9150,1,OS,Paloaltonetworks,Pan-os,*,2016
