CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2018-17407,https://www.cvedetails.com/cve/CVE-2018-17407/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17407,https://www.cvedetails.com/cve/CVE-2018-17407/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17403,https://www.cvedetails.com/cve/CVE-2018-17403/,4.3,Partial,None,None,Not required,None,
CVE-2018-17401,https://www.cvedetails.com/cve/CVE-2018-17401/,4.3,Partial,None,None,Not required,None,
CVE-2018-17397,https://www.cvedetails.com/cve/CVE-2018-17397/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17394,https://www.cvedetails.com/cve/CVE-2018-17394/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17391,https://www.cvedetails.com/cve/CVE-2018-17391/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17385,https://www.cvedetails.com/cve/CVE-2018-17385/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17384,https://www.cvedetails.com/cve/CVE-2018-17384/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17383,https://www.cvedetails.com/cve/CVE-2018-17383/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17382,https://www.cvedetails.com/cve/CVE-2018-17382/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17380,https://www.cvedetails.com/cve/CVE-2018-17380/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17379,https://www.cvedetails.com/cve/CVE-2018-17379/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17378,https://www.cvedetails.com/cve/CVE-2018-17378/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17377,https://www.cvedetails.com/cve/CVE-2018-17377/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17376,https://www.cvedetails.com/cve/CVE-2018-17376/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17375,https://www.cvedetails.com/cve/CVE-2018-17375/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17368,https://www.cvedetails.com/cve/CVE-2018-17368/,5,Partial,None,None,Not required,None,
CVE-2018-17366,https://www.cvedetails.com/cve/CVE-2018-17366/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-17365,https://www.cvedetails.com/cve/CVE-2018-17365/,6.4,None,Partial,Partial,Not required,None,Directory traversal
CVE-2018-17364,https://www.cvedetails.com/cve/CVE-2018-17364/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17361,https://www.cvedetails.com/cve/CVE-2018-17361/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17360,https://www.cvedetails.com/cve/CVE-2018-17360/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17359,https://www.cvedetails.com/cve/CVE-2018-17359/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17359,https://www.cvedetails.com/cve/CVE-2018-17359/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2018-17358,https://www.cvedetails.com/cve/CVE-2018-17358/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17358,https://www.cvedetails.com/cve/CVE-2018-17358/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2018-17341,https://www.cvedetails.com/cve/CVE-2018-17341/,6.8,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2018-17338,https://www.cvedetails.com/cve/CVE-2018-17338/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17337,https://www.cvedetails.com/cve/CVE-2018-17337/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17336,https://www.cvedetails.com/cve/CVE-2018-17336/,4.6,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17336,https://www.cvedetails.com/cve/CVE-2018-17336/,4.6,Partial,Partial,Partial,Not required,None,Memory corruption
CVE-2018-17336,https://www.cvedetails.com/cve/CVE-2018-17336/,4.6,Partial,Partial,Partial,Not required,None,Obtain Information
CVE-2018-17334,https://www.cvedetails.com/cve/CVE-2018-17334/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17334,https://www.cvedetails.com/cve/CVE-2018-17334/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17333,https://www.cvedetails.com/cve/CVE-2018-17333/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17333,https://www.cvedetails.com/cve/CVE-2018-17333/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17332,https://www.cvedetails.com/cve/CVE-2018-17332/,5,None,None,Partial,Not required,None,
CVE-2018-17322,https://www.cvedetails.com/cve/CVE-2018-17322/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17321,https://www.cvedetails.com/cve/CVE-2018-17321/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17320,https://www.cvedetails.com/cve/CVE-2018-17320/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17317,https://www.cvedetails.com/cve/CVE-2018-17317/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17316,https://www.cvedetails.com/cve/CVE-2018-17316/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17315,https://www.cvedetails.com/cve/CVE-2018-17315/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17314,https://www.cvedetails.com/cve/CVE-2018-17314/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17313,https://www.cvedetails.com/cve/CVE-2018-17313/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17312,https://www.cvedetails.com/cve/CVE-2018-17312/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17311,https://www.cvedetails.com/cve/CVE-2018-17311/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17310,https://www.cvedetails.com/cve/CVE-2018-17310/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17309,https://www.cvedetails.com/cve/CVE-2018-17309/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17298,https://www.cvedetails.com/cve/CVE-2018-17298/,5,Partial,None,None,Not required,None,
CVE-2018-17297,https://www.cvedetails.com/cve/CVE-2018-17297/,6.4,None,Partial,Partial,Not required,None,Directory traversal
CVE-2018-17294,https://www.cvedetails.com/cve/CVE-2018-17294/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17293,https://www.cvedetails.com/cve/CVE-2018-17293/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17292,https://www.cvedetails.com/cve/CVE-2018-17292/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17283,https://www.cvedetails.com/cve/CVE-2018-17283/,5,Partial,None,None,Not required,None,Sql Injection
CVE-2018-17282,https://www.cvedetails.com/cve/CVE-2018-17282/,4.3,None,None,Partial,Not required,None,
CVE-2018-17281,https://www.cvedetails.com/cve/CVE-2018-17281/,5,None,None,Partial,Not required,None,
CVE-2018-17255,https://www.cvedetails.com/cve/CVE-2018-17255/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17254,https://www.cvedetails.com/cve/CVE-2018-17254/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17247,https://www.cvedetails.com/cve/CVE-2018-17247/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2018-17246,https://www.cvedetails.com/cve/CVE-2018-17246/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17246,https://www.cvedetails.com/cve/CVE-2018-17246/,7.5,Partial,Partial,Partial,Not required,None,File Inclusion
CVE-2018-17245,https://www.cvedetails.com/cve/CVE-2018-17245/,5,Partial,None,None,Not required,None,
CVE-2018-17244,https://www.cvedetails.com/cve/CVE-2018-17244/,4,Partial,None,None,,None,Obtain Information
CVE-2018-17243,https://www.cvedetails.com/cve/CVE-2018-17243/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17237,https://www.cvedetails.com/cve/CVE-2018-17237/,4.3,None,None,Partial,Not required,None,
CVE-2018-17236,https://www.cvedetails.com/cve/CVE-2018-17236/,4.3,None,None,Partial,Not required,None,
CVE-2018-17235,https://www.cvedetails.com/cve/CVE-2018-17235/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17234,https://www.cvedetails.com/cve/CVE-2018-17234/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17233,https://www.cvedetails.com/cve/CVE-2018-17233/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17232,https://www.cvedetails.com/cve/CVE-2018-17232/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17232,https://www.cvedetails.com/cve/CVE-2018-17232/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17231,https://www.cvedetails.com/cve/CVE-2018-17231/,5,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17230,https://www.cvedetails.com/cve/CVE-2018-17230/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17230,https://www.cvedetails.com/cve/CVE-2018-17230/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2018-17229,https://www.cvedetails.com/cve/CVE-2018-17229/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17229,https://www.cvedetails.com/cve/CVE-2018-17229/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2018-17228,https://www.cvedetails.com/cve/CVE-2018-17228/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17217,https://www.cvedetails.com/cve/CVE-2018-17217/,5,Partial,None,None,Not required,None,
CVE-2018-17216,https://www.cvedetails.com/cve/CVE-2018-17216/,4,Partial,None,None,,None,Obtain Information
CVE-2018-17215,https://www.cvedetails.com/cve/CVE-2018-17215/,4.3,Partial,None,None,Not required,None,
CVE-2018-17208,https://www.cvedetails.com/cve/CVE-2018-17208/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2018-17208,https://www.cvedetails.com/cve/CVE-2018-17208/,9.3,Complete,Complete,Complete,Not required,None,CSRF
CVE-2018-17207,https://www.cvedetails.com/cve/CVE-2018-17207/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17206,https://www.cvedetails.com/cve/CVE-2018-17206/,4,None,None,Partial,,None,
CVE-2018-17205,https://www.cvedetails.com/cve/CVE-2018-17205/,5,None,None,Partial,Not required,None,
CVE-2018-17204,https://www.cvedetails.com/cve/CVE-2018-17204/,4,None,None,Partial,,None,
CVE-2018-17197,https://www.cvedetails.com/cve/CVE-2018-17197/,4.3,None,None,Partial,Not required,None,
CVE-2018-17195,https://www.cvedetails.com/cve/CVE-2018-17195/,5.1,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-17194,https://www.cvedetails.com/cve/CVE-2018-17194/,5,None,None,Partial,Not required,None,
CVE-2018-17193,https://www.cvedetails.com/cve/CVE-2018-17193/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17192,https://www.cvedetails.com/cve/CVE-2018-17192/,4.3,None,Partial,None,Not required,None,
CVE-2018-17191,https://www.cvedetails.com/cve/CVE-2018-17191/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17190,https://www.cvedetails.com/cve/CVE-2018-17190/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17187,https://www.cvedetails.com/cve/CVE-2018-17187/,5.8,Partial,Partial,None,Not required,None,
CVE-2018-17186,https://www.cvedetails.com/cve/CVE-2018-17186/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-17183,https://www.cvedetails.com/cve/CVE-2018-17183/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2018-17182,https://www.cvedetails.com/cve/CVE-2018-17182/,7.2,Complete,Complete,Complete,Not required,None,Overflow
CVE-2018-17182,https://www.cvedetails.com/cve/CVE-2018-17182/,7.2,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2018-17176,https://www.cvedetails.com/cve/CVE-2018-17176/,5,None,Partial,None,Not required,None,
CVE-2018-17175,https://www.cvedetails.com/cve/CVE-2018-17175/,5,Partial,None,None,Not required,None,
CVE-2018-17174,https://www.cvedetails.com/cve/CVE-2018-17174/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17174,https://www.cvedetails.com/cve/CVE-2018-17174/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17174,https://www.cvedetails.com/cve/CVE-2018-17174/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17173,https://www.cvedetails.com/cve/CVE-2018-17173/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17160,https://www.cvedetails.com/cve/CVE-2018-17160/,10,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2018-17159,https://www.cvedetails.com/cve/CVE-2018-17159/,7.8,None,None,Complete,Not required,None,
CVE-2018-17158,https://www.cvedetails.com/cve/CVE-2018-17158/,7.8,None,None,Complete,Not required,None,Overflow
CVE-2018-17157,https://www.cvedetails.com/cve/CVE-2018-17157/,10,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2018-17157,https://www.cvedetails.com/cve/CVE-2018-17157/,10,Complete,Complete,Complete,Not required,None,Overflow
CVE-2018-17157,https://www.cvedetails.com/cve/CVE-2018-17157/,10,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2018-17156,https://www.cvedetails.com/cve/CVE-2018-17156/,4.3,None,None,Partial,Not required,None,
CVE-2018-17154,https://www.cvedetails.com/cve/CVE-2018-17154/,4.9,None,None,Complete,Not required,None,Denial Of Service
CVE-2018-17153,https://www.cvedetails.com/cve/CVE-2018-17153/,10,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2018-17153,https://www.cvedetails.com/cve/CVE-2018-17153/,10,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2018-17144,https://www.cvedetails.com/cve/CVE-2018-17144/,5,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17143,https://www.cvedetails.com/cve/CVE-2018-17143/,5,None,None,Partial,Not required,None,Overflow
CVE-2018-17142,https://www.cvedetails.com/cve/CVE-2018-17142/,5,None,None,Partial,Not required,None,
CVE-2018-17141,https://www.cvedetails.com/cve/CVE-2018-17141/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17139,https://www.cvedetails.com/cve/CVE-2018-17139/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-17137,https://www.cvedetails.com/cve/CVE-2018-17137/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2018-17136,https://www.cvedetails.com/cve/CVE-2018-17136/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17134,https://www.cvedetails.com/cve/CVE-2018-17134/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-17133,https://www.cvedetails.com/cve/CVE-2018-17133/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-17132,https://www.cvedetails.com/cve/CVE-2018-17132/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-17131,https://www.cvedetails.com/cve/CVE-2018-17131/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-17129,https://www.cvedetails.com/cve/CVE-2018-17129/,4,Partial,None,None,,None,Sql Injection
CVE-2018-17127,https://www.cvedetails.com/cve/CVE-2018-17127/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2018-17126,https://www.cvedetails.com/cve/CVE-2018-17126/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-17125,https://www.cvedetails.com/cve/CVE-2018-17125/,6.4,None,Partial,Partial,Not required,None,Directory traversal
CVE-2018-17113,https://www.cvedetails.com/cve/CVE-2018-17113/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17111,https://www.cvedetails.com/cve/CVE-2018-17111/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2018-17110,https://www.cvedetails.com/cve/CVE-2018-17110/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17108,https://www.cvedetails.com/cve/CVE-2018-17108/,4.3,Partial,None,None,Not required,None,
CVE-2018-17107,https://www.cvedetails.com/cve/CVE-2018-17107/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2018-17106,https://www.cvedetails.com/cve/CVE-2018-17106/,6.4,None,Partial,Partial,Not required,None,Overflow
CVE-2018-17104,https://www.cvedetails.com/cve/CVE-2018-17104/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-17103,https://www.cvedetails.com/cve/CVE-2018-17103/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-17102,https://www.cvedetails.com/cve/CVE-2018-17102/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-17101,https://www.cvedetails.com/cve/CVE-2018-17101/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17100,https://www.cvedetails.com/cve/CVE-2018-17100/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17100,https://www.cvedetails.com/cve/CVE-2018-17100/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17098,https://www.cvedetails.com/cve/CVE-2018-17098/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17097,https://www.cvedetails.com/cve/CVE-2018-17097/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-17096,https://www.cvedetails.com/cve/CVE-2018-17096/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-17095,https://www.cvedetails.com/cve/CVE-2018-17095/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17094,https://www.cvedetails.com/cve/CVE-2018-17094/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2018-17093,https://www.cvedetails.com/cve/CVE-2018-17093/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2018-17092,https://www.cvedetails.com/cve/CVE-2018-17092/,5.5,Partial,Partial,None,,None,Sql Injection
CVE-2018-17092,https://www.cvedetails.com/cve/CVE-2018-17092/,5.5,Partial,Partial,None,,None,Obtain Information
CVE-2018-17091,https://www.cvedetails.com/cve/CVE-2018-17091/,5.5,Partial,Partial,None,,None,Obtain Information
CVE-2018-17088,https://www.cvedetails.com/cve/CVE-2018-17088/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17086,https://www.cvedetails.com/cve/CVE-2018-17086/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17085,https://www.cvedetails.com/cve/CVE-2018-17085/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17082,https://www.cvedetails.com/cve/CVE-2018-17082/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17081,https://www.cvedetails.com/cve/CVE-2018-17081/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2018-17077,https://www.cvedetails.com/cve/CVE-2018-17077/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17077,https://www.cvedetails.com/cve/CVE-2018-17077/,4.3,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2018-17076,https://www.cvedetails.com/cve/CVE-2018-17076/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17075,https://www.cvedetails.com/cve/CVE-2018-17075/,5,None,None,Partial,Not required,None,
CVE-2018-17074,https://www.cvedetails.com/cve/CVE-2018-17074/,5.8,Partial,Partial,None,Not required,None,
CVE-2018-17073,https://www.cvedetails.com/cve/CVE-2018-17073/,5,None,None,Partial,Not required,None,
CVE-2018-17072,https://www.cvedetails.com/cve/CVE-2018-17072/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2018-17071,https://www.cvedetails.com/cve/CVE-2018-17071/,5,Partial,None,None,Not required,None,
CVE-2018-17070,https://www.cvedetails.com/cve/CVE-2018-17070/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2018-17069,https://www.cvedetails.com/cve/CVE-2018-17069/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2018-17068,https://www.cvedetails.com/cve/CVE-2018-17068/,10,Complete,Complete,Complete,Not required,None,
CVE-2018-17067,https://www.cvedetails.com/cve/CVE-2018-17067/,10,Complete,Complete,Complete,Not required,None,Overflow
CVE-2018-17066,https://www.cvedetails.com/cve/CVE-2018-17066/,10,Complete,Complete,Complete,Not required,None,
CVE-2018-17065,https://www.cvedetails.com/cve/CVE-2018-17065/,10,Complete,Complete,Complete,Not required,None,Overflow
CVE-2018-17064,https://www.cvedetails.com/cve/CVE-2018-17064/,10,Complete,Complete,Complete,Not required,None,
CVE-2018-17063,https://www.cvedetails.com/cve/CVE-2018-17063/,10,Complete,Complete,Complete,Not required,None,
CVE-2018-17062,https://www.cvedetails.com/cve/CVE-2018-17062/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17061,https://www.cvedetails.com/cve/CVE-2018-17061/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17060,https://www.cvedetails.com/cve/CVE-2018-17060/,5,Partial,None,None,Not required,None,
CVE-2018-17057,https://www.cvedetails.com/cve/CVE-2018-17057/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2018-17056,https://www.cvedetails.com/cve/CVE-2018-17056/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17055,https://www.cvedetails.com/cve/CVE-2018-17055/,5,None,Partial,None,Not required,None,
CVE-2018-17054,https://www.cvedetails.com/cve/CVE-2018-17054/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17053,https://www.cvedetails.com/cve/CVE-2018-17053/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17051,https://www.cvedetails.com/cve/CVE-2018-17051/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17050,https://www.cvedetails.com/cve/CVE-2018-17050/,5,None,Partial,None,Not required,None,Overflow
CVE-2018-17049,https://www.cvedetails.com/cve/CVE-2018-17049/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17046,https://www.cvedetails.com/cve/CVE-2018-17046/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17045,https://www.cvedetails.com/cve/CVE-2018-17045/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-17043,https://www.cvedetails.com/cve/CVE-2018-17043/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-17042,https://www.cvedetails.com/cve/CVE-2018-17042/,4.3,None,None,Partial,Not required,None,
CVE-2018-17039,https://www.cvedetails.com/cve/CVE-2018-17039/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17037,https://www.cvedetails.com/cve/CVE-2018-17037/,6.5,Partial,Partial,Partial,,None,
CVE-2018-17036,https://www.cvedetails.com/cve/CVE-2018-17036/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2018-17035,https://www.cvedetails.com/cve/CVE-2018-17035/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-17034,https://www.cvedetails.com/cve/CVE-2018-17034/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17031,https://www.cvedetails.com/cve/CVE-2018-17031/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17030,https://www.cvedetails.com/cve/CVE-2018-17030/,6,Partial,Partial,Partial,,None,Execute Code
CVE-2018-17025,https://www.cvedetails.com/cve/CVE-2018-17025/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17023,https://www.cvedetails.com/cve/CVE-2018-17023/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-17022,https://www.cvedetails.com/cve/CVE-2018-17022/,8,Partial,Partial,Complete,,None,Denial Of Service
CVE-2018-17022,https://www.cvedetails.com/cve/CVE-2018-17022/,8,Partial,Partial,Complete,,None,Overflow
CVE-2018-17021,https://www.cvedetails.com/cve/CVE-2018-17021/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17020,https://www.cvedetails.com/cve/CVE-2018-17020/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2018-17019,https://www.cvedetails.com/cve/CVE-2018-17019/,5,None,None,Partial,Not required,None,
CVE-2018-17018,https://www.cvedetails.com/cve/CVE-2018-17018/,4,None,None,Partial,,None,
CVE-2018-17017,https://www.cvedetails.com/cve/CVE-2018-17017/,4,None,None,Partial,,None,
CVE-2018-17016,https://www.cvedetails.com/cve/CVE-2018-17016/,4,None,None,Partial,,None,
CVE-2018-17015,https://www.cvedetails.com/cve/CVE-2018-17015/,4,None,None,Partial,,None,
CVE-2018-17014,https://www.cvedetails.com/cve/CVE-2018-17014/,4,None,None,Partial,,None,
CVE-2018-17013,https://www.cvedetails.com/cve/CVE-2018-17013/,4,None,None,Partial,,None,
CVE-2018-17012,https://www.cvedetails.com/cve/CVE-2018-17012/,4,None,None,Partial,,None,
CVE-2018-17011,https://www.cvedetails.com/cve/CVE-2018-17011/,4,None,None,Partial,,None,
CVE-2018-17010,https://www.cvedetails.com/cve/CVE-2018-17010/,4,None,None,Partial,,None,
CVE-2018-17009,https://www.cvedetails.com/cve/CVE-2018-17009/,4,None,None,Partial,,None,
CVE-2018-17008,https://www.cvedetails.com/cve/CVE-2018-17008/,4,None,None,Partial,,None,
CVE-2018-17007,https://www.cvedetails.com/cve/CVE-2018-17007/,4,None,None,Partial,,None,
CVE-2018-17006,https://www.cvedetails.com/cve/CVE-2018-17006/,4,None,None,Partial,,None,
CVE-2018-17005,https://www.cvedetails.com/cve/CVE-2018-17005/,4,None,None,Partial,,None,
CVE-2018-17004,https://www.cvedetails.com/cve/CVE-2018-17004/,4,None,None,Partial,,None,
CVE-2018-17003,https://www.cvedetails.com/cve/CVE-2018-17003/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17002,https://www.cvedetails.com/cve/CVE-2018-17002/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17001,https://www.cvedetails.com/cve/CVE-2018-17001/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-17000,https://www.cvedetails.com/cve/CVE-2018-17000/,4.3,None,None,Partial,Not required,None,
CVE-2018-16999,https://www.cvedetails.com/cve/CVE-2018-16999/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-16987,https://www.cvedetails.com/cve/CVE-2018-16987/,4,Partial,None,None,,None,
CVE-2018-16986,https://www.cvedetails.com/cve/CVE-2018-16986/,5.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-16986,https://www.cvedetails.com/cve/CVE-2018-16986/,5.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-16985,https://www.cvedetails.com/cve/CVE-2018-16985/,5,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-16984,https://www.cvedetails.com/cve/CVE-2018-16984/,4,Partial,None,None,,None,Bypass a restriction or similar
CVE-2018-16983,https://www.cvedetails.com/cve/CVE-2018-16983/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2018-16982,https://www.cvedetails.com/cve/CVE-2018-16982/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-16981,https://www.cvedetails.com/cve/CVE-2018-16981/,6.8,Partial,Partial,Partial,Not required,None,Overflow
